cod_5;nome_5;descr_5
4.3.1.2.0;Addetti alla gestione dei magazzini e professioni assimilate;Le professioni classificate in questa unità seguono le procedure relative alla tenuta dei magazzini e alla gestione dei depositi di merci e materiali, tengono scrittura delle operazioni di entrata e di uscita delle merci e dei materiali, verificano la corrispondenza tra consistenza fisica e contabile dei materiali e delle merci, supportano le attività di contabilità del magazzino, applicano le procedure di acquisizione e di consegna.
4.3.1.3.0;Addetti alla gestione amministrativa dei trasporti merci;Le professioni classificate in questa unità sono addette alla predisposizione ed al controllo delle pratiche amministrative relative ai trasporti di merci e materiali e alla loro organizzazione, predispongono la documentazione di accompagnamento, provvedono alle pratiche doganali di importazione, esportazione e sdoganamento delle merci, seguono le procedure verificando e controllando l’esistenza delle condizioni necessarie alla partenza e al viaggio dei convogli, anche ferroviari.
4.3.2.1.0;Addetti alla contabilità;Le professioni classificate in questa unità supportano, anche utilizzando appositi mezzi informatici, le operazioni di tenuta delle scritture contabili annotando le operazioni, compilando e archiviando la relativa documentazione, eseguendo calcoli e operazioni di verifica.
4.3.2.2.0;Addetti alle buste paga;Le professioni classificate in questa unità eseguono attività finalizzate alla redazione delle buste paga, raccogliendo ed elaborando dati sulle presenze, le ore di lavoro e le assenze per ferie o per altri motivi e acquisendo la documentazione relativa.
4.3.2.3.0;Addetti alle operazioni finanziarie per conto dell'impresa o dell'organizzazione;Le professioni classificate in questa unità svolgono attività di supporto alla gestione e al controllo delle attività finanziarie dell’impresa o dell'organizzazione, eseguono operazioni presso le banche, seguono le procedure per la gestione dei depositi bancari, per la richiesta di fidi o altri tipi di prestiti, per il pagamento dei tributi e l’incasso delle fatture.
4.3.2.4.0;Addetti ai servizi statistici;Le professioni classificate in questa unità reperiscono, rilevano, raccolgono, organizzano e provvedono ad elaborazioni elementari di dati e di altri materiali documentali necessari alle attività dell'ufficio, dell’impresa o dell'organizzazione, anche con l’uso di tecnologie informatiche.
4.3.2.5.0;Addetti agli uffici interni di cassa;Le professioni classificate in questa categoria incassano, tenendo scrittura delle operazioni effettuate e seguendo le procedure stabilite, i corrispettivi in denaro per le forniture o i servizi resi dall’impresa o dall’organizzazione.
4.4.1.1.0;Personale addetto a compiti di controllo, verifica e professioni assimilate;Le professioni classificate in questa categoria svolgono operazioni di controllo e verifica di conformità degli atti, delle operazioni, delle acquisizioni e delle cessioni di merci, materiali e simili rispetto alle procedure codificate o a quanto preventivato.
4.4.1.2.0;Addetti al controllo della documentazione di viaggio;Le professioni classificate in questa categoria controllano la completezza e la correttezza della documentazione e dei titoli di viaggio di merci e persone, nei trasporti aerei, marittimi, su gomma o ferroviari, intervenendo nel caso in cui siano rilevate non conformità.
4.4.1.3.0;Addetti allo smistamento e al recapito della posta;Le professioni classificate in questa unità provvedono, presso gli uffici postali, all’accusa e allo smistamento della posta e della documentazione in ingresso e al recapito della stessa ai destinatari.
4.4.2.1.0;Addetti ad archivi, schedari e professioni assimilate;Le professioni classificate in questa unità classificano, schedano, archiviano e conservano documenti e materiali raccolti o ricevuti, seguendo criteri e procedure predefiniti che ne rendono possibile la reperibilità.
4.4.2.2.0;Addetti a biblioteche e professioni assimilate;Le professioni classificate in questa unità classificano, schedano, archiviano, conservano e rendono disponibili al pubblico in biblioteche materiali documentari e libri.
5.1.1.1.0;Esercenti delle vendite all'ingrosso;"Le professioni comprese in questa unità definiscono, pianificano, implementano e gestiscono le strategie e le politiche di vendita di esercizi commerciali all’ingrosso di piccole dimensioni; valutano i risultati dell’attività; negoziano con i fornitori e i clienti, programmano e controllano l’uso efficiente delle risorse; reclutano personale e definiscono i processi di innovazione organizzativa e di vendita. Sono direttamente impegnati nelle attività di vendita assistendo, informando e consigliando i clienti sugli acquisti."
5.1.1.2.1;Esercenti delle vendite al minuto in negozi;"Le professioni comprese in questa unità definiscono, pianificano, implementano e gestiscono le strategie e le politiche di vendita di esercizi di piccole dimensioni per la vendita di prodotti e beni destinati al consumo finale; valutano i risultati dell’attività; negoziano con i fornitori e i clienti, programmano e controllano l’uso efficiente delle risorse; reclutano personale e definiscono i processi di innovazione organizzativa e di vendita. Sono direttamente impegnati nelle attività di vendita assistendo, informando e consigliando i clienti sugli acquisti."
5.1.1.2.2;Esercenti delle vendite al minuto nei mercati e in posti assegnati;"Le professioni comprese in questa unità definiscono, pianificano, implementano e gestiscono le strategie e le politiche di vendita di esercizi di piccole dimensioni, nei mercati o in posti fissi a loro assegnati, per la vendita di prodotti e beni destinati al consumo finale; valutano i risultati dell’attività; negoziano con i fornitori e i clienti, programmano e controllano l’uso efficiente delle risorse; reclutano personale e definiscono i processi di innovazione organizzativa e di vendita. Sono direttamente impegnati nelle attività di vendita assistendo, informando e consigliando i clienti sugli acquisti."
5.1.1.3.0;Esercenti di distributori di carburanti ed assimilati;"Le professioni comprese in questa unità definiscono, pianificano, implementano e gestiscono le strategie e le politiche di vendita di esercizi di piccole dimensioni per la distribuzione di carburanti e di prodotti simili destinati al consumo finale; valutano i risultati dell’attività; negoziano con i fornitori e i clienti; programmano e controllano l’uso efficiente delle risorse; reclutano personale e definiscono i processi di innovazione organizzativa e di vendita. Sono direttamente impegnati nelle attività di vendita assistendo, informando e consigliando i clienti sugli acquisti."
5.1.2.1.0;Commessi delle vendite all'ingrosso;Le professioni comprese in questa unità assistono, consigliano e informano i clienti, negli esercizi di vendita riservata a produttori o altri rivenditori e distributori, sugli acquisti di prodotti e la fornitura di beni, relativamente agli aspetti merceologici e di prezzo.
5.1.2.2.0;Commessi delle vendite al minuto;Le professioni comprese in questa unità assistono, consigliano e informano i clienti sugli acquisti di prodotti e la fornitura di beni, inclusa la fornitura di energia e i servizi di telefonia e assimilati. Possono svolgere compiti organizzativi di base dell’attività come smistare merci, prendere nota di quelle in entrata e in uscita dal negozio, incassare i corrispettivi delle vendite e mansioni organizzative simili.
5.1.2.3.0;Addetti ad attività organizzative delle vendite;"Le professioni comprese in questa unità svolgono, negli esercizi di vendita, attività di coordinamento e di supporto organizzativo; supervisionano e istruiscono gli addetti alle vendite, stabiliscono la suddivisione degli incarichi, curano l'allestimento delle merci negli scaffali, provvedono alla raccolta degli ordini, si assicurano che i clienti ricevano un servizio adeguato."
5.1.2.4.0;Cassieri di esercizi commerciali;Le professioni comprese in questa unità incassano il corrispettivo delle merci o dei servizi venduti all’ingrosso e al minuto, rilasciando apposita quietanza e mantenendo nota delle operazioni effettuate
5.1.2.5.1;Venditori a domicilio;Le professioni comprese in questa unità vendono vari tipi di merci o di servizi porta a porta, direttamente presso il domicilio di potenziali clienti.
5.1.2.5.2;Venditori a distanza;Le professioni comprese in questa unità sollecitano ordini di merci o di servizi contattando i possibili clienti attraverso telefono, canali internet o raggiungendoli con appositi programmi televisivi.
5.1.2.6.0;Addetti ai distributori di carburanti ed assimilati;Le professioni comprese in questa unità assistono i clienti sugli acquisti di carburanti e prodotti simili destinati al consumo finale. Possono svolgere compiti organizzativi di base dell’attività come smistare merci, prender nota di quelle in entrata e in uscita dall’esercizio, incassare i corrispettivi delle vendite e mansioni organizzative simili. Possono inoltre svolgere compiti semplici di supporto al mantenimento delle condizioni di efficienza degli autoveicoli dei clienti.
5.1.3.1.0;Indossatori, modelli e professioni assimilate;Le professioni comprese in questa unità posano per manifestazioni e produzioni artistiche o pubblicitarie, ovvero indossano e mostrano capi, accessori di abbigliamento ed altri prodotti in sfilate di moda o altre modalità di esposizione destinate a rivenditori o a consumatori.
